871648804562386944,708954721,4
708954721,758352593173094400,699
708954721,210415795,699
708954721,4775393942,699
708954721,2831412223,699
708954721,792378206,699
708954721,116763916,699
708954721,790832977290768384,699
708954721,202986590,699
708954721,5669252,699
708954721,147266266,699
708954721,3189852283,699
708954721,877451890404933637,699
708954721,809275082623176704,699
708954721,1392826357,699
708954721,710158267,699
708954721,2785480981,699
708954721,828119382580666368,699
708954721,274015549,699
708954721,2652828426,699
708954721,729979142154817537,699
708954721,2686770528,699
708954721,4332410354,699
708954721,278078992,699
708954721,152933590,699
152933590,4851937879,2088
152933590,2356770098,2088
152933590,56423188,2088
152933590,96796249,2088
152933590,233500495,2088
152933590,830998098897944577,2088
152933590,2687516120,2088
152933590,85221650,2088
152933590,14408995,2088
152933590,2999185813,2088
152933590,113015228,2088
152933590,85546514,2088
152933590,2789899536,2088
152933590,62395261,2088
152933590,376398428,2088
152933590,1967582400,2088
152933590,778217945470078976,2088
152933590,578045483,2088
152933590,534531624,2088
152933590,822085693,2088
152933590,155136787,2088
152933590,817128669500076032,2088
152933590,325958077,2088
152933590,2849955300,2088
152933590,809275082623176704,2088
152933590,3274304713,2088
152933590,2540097529,2088
152933590,729979142154817537,2088
152933590,95076809,2088
152933590,2652828426,2088
152933590,15877187,2088
152933590,1040296489,2088
152933590,4699919869,2088
152933590,2785480981,2088
152933590,2253142422,2088
152933590,201698840,2088
152933590,15185521,2088
152933590,2994287347,2088
152933590,105883304,2088
152933590,822013294529552384,2088
152933590,20698669,2088
152933590,706804891,2088
152933590,710437234789453824,2088
152933590,1572472460,2088
152933590,145607857,2088
152933590,38426220,2088
152933590,708954721,2088
708954721,758352593173094400,699
708954721,210415795,699
708954721,4775393942,699
708954721,2831412223,699
708954721,792378206,699
708954721,116763916,699
708954721,790832977290768384,699
708954721,202986590,699
708954721,5669252,699
708954721,147266266,699
708954721,3189852283,699
708954721,877451890404933637,699
708954721,809275082623176704,699
708954721,1392826357,699
708954721,710158267,699
708954721,2785480981,699
708954721,828119382580666368,699
708954721,274015549,699
708954721,2652828426,699
708954721,729979142154817537,699
708954721,2686770528,699
708954721,4332410354,699
708954721,278078992,699
708954721,152933590,699
152933590,4851937879,2088
152933590,2356770098,2088
152933590,56423188,2088
152933590,96796249,2088
152933590,233500495,2088
152933590,830998098897944577,2088
152933590,2687516120,2088
152933590,85221650,2088
152933590,14408995,2088
152933590,2999185813,2088
152933590,113015228,2088
152933590,85546514,2088
152933590,2789899536,2088
152933590,62395261,2088
152933590,376398428,2088
152933590,1967582400,2088
152933590,778217945470078976,2088
152933590,578045483,2088
152933590,534531624,2088
152933590,822085693,2088
152933590,155136787,2088
152933590,817128669500076032,2088
152933590,325958077,2088
152933590,2849955300,2088
152933590,809275082623176704,2088
152933590,3274304713,2088
152933590,2540097529,2088
152933590,729979142154817537,2088
152933590,95076809,2088
152933590,2652828426,2088
152933590,15877187,2088
152933590,1040296489,2088
152933590,4699919869,2088
152933590,2785480981,2088
152933590,2253142422,2088
152933590,201698840,2088
152933590,15185521,2088
152933590,2994287347,2088
152933590,105883304,2088
152933590,822013294529552384,2088
152933590,20698669,2088
152933590,706804891,2088
152933590,710437234789453824,2088
152933590,1572472460,2088
152933590,145607857,2088
152933590,38426220,2088
152933590,708954721,2088
152933590,706608206194327552,2088
152933590,274015549,2088
152933590,20596281,2088
152933590,260928758,2088
152933590,153847014,2088
152933590,15876713,2088
152933590,15835310,2088
708954721,19562228,699
708954721,2886124062,699
708954721,18839785,699
708954721,2588834148,699
708954721,301398093,699
708954721,15876713,699
708954721,14159148,699
708954721,16878206,699
708954721,17137628,699
152933590,706608206194327552,2088
152933590,274015549,2088
152933590,20596281,2088
152933590,260928758,2088
152933590,153847014,2088
152933590,15876713,2088
152933590,15835310,2088
708954721,19562228,699
708954721,2886124062,699
708954721,18839785,699
708954721,2588834148,699
708954721,301398093,699
708954721,15876713,699
708954721,14159148,699
708954721,16878206,699
708954721,17137628,699
871648804562386944,152933590,4
152933590,4851937879,2088
152933590,2356770098,2088
152933590,56423188,2088
152933590,96796249,2088
